LAMMPS Data file -- Created in:07/11/24

20000 atoms
3 atom types
20000 bonds
3 bond types
20000 angles
3 angle types


-30 30 xlo xhi
-30 30 ylo yhi
-30 30 zlo zhi


Atoms # angle

1 2 2 318.8280334472656 242.1847381591797 202.67869567871094 
2 2 2 159.2326202392578 61.874549865722656 2.845700740814209 
3 2 2 31.892963409423828 1.147373914718628 58.173973083496094 
4 2 2 18.70017433166504 229.9015655517578 182.85305786132812 
5 2 2 15.71678352355957 287.4435119628906 141.76394653320312 
6 2 2 151.05960083007812 51.41045379638672 11.480901718139648 
7 2 2 72.51567077636719 24.38258934020996 26.05916976928711 
8 2 2 6.649355411529541 0.20220866799354553 185.84149169921875 
9 2 2 55.45465850830078 42.61936569213867 267.4709167480469 
10 2 2 13.371170043945312 61.64093017578125 208.8115692138672 
11 2 2 262.3783264160156 178.02096557617188 91.46915435791016 
12 2 2 110.30149841308594 258.0315856933594 313.45867919921875 
13 2 2 44.500999450683594 9.767526626586914 43.61983108520508 
14 2 2 327.6571960449219 43.264427185058594 131.05087280273438 
15 2 2 0.010194620117545128 13.920262336730957 301.29278564453125 
16 2 2 286.3375549316406 273.2864685058594 17.67226791381836 
17 2 2 110.57633972167969 164.62838745117188 15.542825698852539 
18 2 2 79.8125 180.01882934570312 0.384668231010437 
19 2 2 311.5079040527344 10.696420669555664 61.851478576660156 
20 2 2 286.93597412109375 75.91459655761719 3.3820908069610596 
21 2 2 286.472412109375 32.03955841064453 25.8544864654541 
22 2 2 33.404930114746094 50.014259338378906 327.9672546386719 
23 2 2 213.05810546875 186.82115173339844 77.32898712158203 
24 2 2 27.113628387451172 12.446447372436523 15.479456901550293 
25 2 2 17.520421981811523 79.39399719238281 86.76789855957031 
26 2 2 29.789596557617188 3.6480965614318848 234.22909545898438 
27 2 2 113.39646911621094 8.141939163208008 241.40048217773438 
28 2 2 206.87771606445312 5.902401447296143 68.54566955566406 
29 2 2 44.771263122558594 65.07392120361328 4.3327956199646 
30 2 2 22.799312591552734 19.180448532104492 209.46743774414062 
31 2 2 135.03775024414062 297.9021301269531 0.28844672441482544 
32 2 2 131.87661743164062 84.53789520263672 0.00012748874723911285 
33 2 2 131.82791137695312 64.67916107177734 196.4235382080078 
34 2 2 281.78900146484375 25.506481170654297 48.07703399658203 
35 2 2 125.3724136352539 0.1587096005678177 243.1855010986328 
36 2 2 254.99588012695312 260.26617431640625 103.43290710449219 
37 2 2 25.761791229248047 175.53857421875 32.20994186401367 
38 2 2 161.82708740234375 122.79144287109375 29.081527709960938 
39 2 2 46.761207580566406 35.84321594238281 74.6924819946289 
40 2 2 281.7908630371094 37.790836334228516 146.9631805419922 
41 2 2 228.4805908203125 2.815549373626709 285.8589172363281 
42 2 2 331.49066162109375 10.607843399047852 125.14909362792969 
43 2 2 11.314197540283203 0.05175287276506424 65.64823150634766 
44 2 2 141.70826721191406 25.71340560913086 151.88858032226562 
45 2 2 320.05316162109375 85.13410949707031 176.69369506835938 
46 2 2 5.512545585632324 91.9240951538086 97.18860626220703 
47 2 2 11.42828369140625 311.30096435546875 241.8744354248047 
48 2 2 5.888869285583496 154.68838500976562 175.73419189453125 
49 2 2 133.72315979003906 56.050682067871094 229.50985717773438 
